name,anime_id,type,episodes,rating,members
Broots,28305,Special,1,5.41,132
Cool Cool Bye,9356,OVA,1,5.41,374
Genma Taisen: Shinwa Zenya no Shou,1705,TV,13,5.41,798
Nandarou,2897,Special,1,5.41,1584
Ring of Gundam,7060,Special,1,5.41,2411
Anison Nippon,32289,ONA,1,5.40,209
Chiryokumaru,34324,ONA,1,5.40,817
Hana to Chou,7530,Movie,1,5.40,203
Henna ABC,28355,Music,1,5.40,103
Momotarou: Umi no Shinpei,2765,Movie,1,5.40,700
Nana-iro Megane,32344,Music,1,5.40,90
Nara Shika Monogatari,14743,ONA,1,5.40,228
Saboten ga Nikui,8679,Music,1,5.40,161
Taiko no Tatsujin: 15 Shuunenkinen Short Animation,31102,ONA,1,5.40,461
TOTO Green Challenge,25377,ONA,1,5.40,115
Wanna-Be&#039;s,4176,OVA,1,5.40,763
Akiba-chan,5304,TV,10,5.39,1383
Carol,2054,OVA,1,5.39,537
Chou Akuukan Bouheki Cheese Napolitan,21875,ONA,1,5.39,554
Devour Dinner,19209,Movie,1,5.39,215
Koisuru Niwatori,21717,Music,1,5.39,129
Mahou no Chocolate,1949,OVA,1,5.39,2277
Meitantei Gordon,33693,ONA,1,5.43,107
R²: Rise R to the Second Power,14023,Music,1,5.39,240
Yuki no Hi no Tayori,30075,Music,1,5.39,122
A.LI.CE,3463,Movie,1,5.38,1034
Ai wa KAT-TUN,12865,ONA,5,5.38,1513
Black Ocean,32811,Music,1,5.38,83
Chou no Sainan,5869,Movie,1,5.38,619
Komachi to Dangorou,16389,ONA,2,5.38,215
Kremlin,15389,ONA,5,5.38,458
Oppai ga Ippai,30160,Music,1,5.38,104
Pacusi no Uta,7449,Special,1,5.38,225
Peeping Life: The Perfect Evolution Specials,17163,Special,3,5.38,220
Space Neko Theater,11729,ONA,1,5.38,584
Tanu no Magical Holiday,25545,Music,1,5.38,100
Urawa no Usagi-chan Special,31426,Special,1,5.38,764
Youkoso Uchuujin,13087,Movie,1,5.38,190
Dengeki Oshioki Musume Gootaman: Gootaman Tanjou-hen,5025,OVA,1,5.37,2106
Fukashigi no Kazoekata,30105,ONA,1,5.37,143
Futon,28639,Movie,1,5.37,358
Green Dakara x Bakemono no Ko,31108,ONA,2,5.38,1086
Hone Hone Rock,30162,Music,1,5.37,101
Jikuu Bouken Nuumamonjaa,1751,OVA,1,5.37,5348
Love &amp; Gift,31512,ONA,1,5.37,155
Maze,28653,Movie,1,5.37,138
Mirakururun Grand Purin!,22471,Music,1,5.37,152
Nekketsu Uchuujin,8935,ONA,1,5.37,832
Seijuuki Cyguard,3882,OVA,1,5.37,1632
Shinpi no Hou,13439,Movie,1,5.37,1100
Suisei,7243,Movie,1,5.37,623
Tori,30336,Movie,1,5.37,117
Ai Tenchi Muyou! Recaps,28531,Special,10,5.36,2434
Hanasaka Jijii,18457,Movie,1,5.36,206
Hane,32767,Music,1,5.36,97
Karo to Piyobupt: Ame no Hi,7488,Movie,1,5.36,392
Kurayami Santa,30947,TV,13,5.36,1715
Litchi DE Hikari Club,15045,TV,8,5.36,7597
Mahoutsukai Nara Miso wo Kue!,14479,OVA,1,5.36,4179
Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,14563,TV,12,5.36,3467
Ni-hiki no Sanma (1968),29701,Movie,1,5.36,161
Wamono,15529,Music,1,5.36,224
Donna Donna,8719,Music,1,5.35,206
Enkinhou no Hako: Hakase no Sagashimono,6935,Special,1,5.35,729
Oshiri Kajiri Mushi (TV),15545,TV,20,5.35,870
Shiawasette Naani,13441,OVA,1,5.35,434
Tatamp,25461,Movie,1,5.35,273
Tekken,537,OVA,2,5.35,9687
Tenpou Suikoden Neo,17353,TV,5,5.35,533
Yami no Purple Eye,9509,Music,1,5.35,500
20-dai no Heya-hen,29347,Special,1,5.34,733
2010,32813,Music,1,5.34,217
Azure Nihon Data Center,32377,ONA,1,5.33,350
Bikini Warriors,30782,TV,12,5.34,35004
Eat You Up/Bunny,30433,Music,1,5.34,116
Makai Tenshou,1455,OVA,2,5.34,3970
Suzume no Oyado,6827,Movie,1,5.34,359
Tentoumushi no Otomurai,12521,Music,1,5.34,309
UFO Gakuen no Himitsu,30850,Movie,1,5.34,1351
Animegatari x Ghost in the Shell Collab Eizou,33512,ONA,1,5.33,580
Aoi Chou,6856,Music,1,5.33,810
Ari-chan,28245,Movie,1,5.33,163
Ark IX,17395,OVA,1,5.33,5308
Hon Ran,6090,OVA,1,5.33,781
Hyper-Psychic Geo Garaga,1833,Movie,1,5.33,674
Kowabon,30948,TV,13,5.33,21026
Peeping Life: Shinkon-chan Kansai ni Irasshai,24443,ONA,1,5.33,197
Doamaiger D,27785,TV,13,5.34,929
Gulliver Funtouki,6847,Movie,1,5.32,340
Kogane no Hana,28045,Movie,1,5.32,145
Run=Dim,2362,TV,13,5.32,1017
Scared Rider Xechs,33113,TV,12,5.32,12594
Spectral Force Chronicle Divergence,3695,OVA,1,5.32,410
Cabbage UFO,29455,Music,1,5.31,103
Fight!!,2022,OVA,1,5.31,581
Idol Memories,33572,TV,12,5.31,5027
Izakaya no Ichiya,6829,Movie,1,5.31,406
New York Trip,30327,Movie,1,5.31,131
Oira no Ski,23759,Movie,1,5.31,201
Afro-Ken,2796,OVA,1,5.30,2199
Hana no Hanashi,30393,Movie,1,5.30,104
Makura no Danshi: Sono Ato no Makura no Danshi,31244,Special,1,5.30,1432
Roba Chotto Suneta,30076,Music,1,5.30,107
Ryokunohara Meikyuu,2219,OVA,1,5.30,2084
Sougiya to Inu,28953,Movie,1,5.30,292
Yellow,29904,Movie,1,5.30,144
Dragon Fist,21179,OVA,1,5.29,296
Hantsu x Trash,31491,OVA,3,5.29,6850
Tokyo Daigaku Monogatari,1053,OVA,2,5.29,1493
Tora-chan no Kankan Mushi,10743,Movie,1,5.29,335
Deva Zan,10639,Special,1,5.28,1547
Ghost,31262,Movie,1,5.28,136
Hal &amp; Bons,3516,OVA,5,5.28,356
Jubilee,11579,Music,1,5.28,460
Kimi wa Sou Kimeta,30430,Music,1,5.30,107
Kitakaze Kozou no Kantarou,8681,Music,1,5.28,254
Makyuu Senjou,1355,OVA,2,5.28,422
Promised Town,33493,ONA,1,5.28,218
Speed,3799,Movie,1,5.28,525
Tensai Banpaku Opening,29173,ONA,1,5.28,242
Time Bokan 24,33026,TV,Unknown,5.28,2243
Umo,30241,Music,1,5.28,107
Utsukushii Hoshi,30330,Movie,1,5.28,114
Aoki Honoo,3306,OVA,1,5.27,1312
Chainsaw Maid,11679,ONA,1,5.27,2373
Fuyu no Yoru no Ohanashi,8680,Music,1,5.27,172
Kakegae no,32291,ONA,1,5.27,103
Karo to Piyobupt: Sandwich,7446,Movie,1,5.27,348
Kiseki,29633,Movie,1,5.27,130
Mogura no Adventure,19125,Special,1,5.27,213
Prism Magical: Prism Generations!,9506,OVA,1,5.27,1733
Sin: The Movie,2262,OVA,1,5.27,3117
Tenbatsu Angel Rabbie☆,681,OVA,1,5.27,1192
Akaoni to Aooni no Tango,24861,Music,1,5.26,164
Hanare Toride no Yonna,1031,Movie,1,5.26,1748
JaJa Uma! Quartet,1855,OVA,2,5.26,869
Kiekaketa Monogataritachi no Tame ni,7843,Movie,1,5.26,448
Lies  Lies.,20725,Music,1,5.26,185
Mormorando,31834,Movie,1,5.26,181
Odin: Koushi Hansen Starlight,1287,Movie,1,5.26,1408
Poker,28687,Music,1,5.26,311
Potecco Babies,8958,ONA,2,5.26,184
Saishuu Shiken Kujira,2967,ONA,12,5.26,3264
Sora no Momotarou,4390,Movie,1,5.26,525
TANK S.W.A.T. 01,2181,OVA,1,5.26,1332
The New A-Class.: Next Stage with YOU,32384,ONA,1,5.24,342
Tobacco wa Dasai,23401,ONA,1,5.26,222
Asylum Session,6281,Movie,1,5.25,2678
Houkago no Pleiades: Manner Movie,10710,Movie,1,5.25,1773
Karo to Piyobupt: Ouchi,7445,Movie,1,5.25,351
Kitsune to Circus,24363,Movie,1,5.25,128
Master of Torque,23387,ONA,4,5.25,693
Onaka no Ookina Ouji-sama,30073,Music,1,5.25,115
Psychedelic Afternoon,25549,Music,1,5.25,462
Sleepy,30334,Movie,1,5.25,111
Yume,29932,Movie,1,5.25,127
1+2=Paradise,2730,OVA,2,5.24,3459
Doubutsu Tonarigumi,28827,Movie,1,5.24,131
Estima: Sense of Wonder,33871,ONA,13,5.24,127
Numa no Taishou,28049,Movie,1,5.24,136
One: Kagayaku Kisetsu e,675,OVA,4,5.24,2285
The Baby Birds of Norman McLaren,28765,Movie,1,5.24,208
Choujin Gakuen Gowcaizer: The Voltage Fighters,1560,OVA,3,5.23,1627
Goro-chan,31695,Music,1,5.23,142
Higenashi Gogejabaru,21833,Music,1,5.23,149
Highway Jenny,6181,OVA,1,5.23,677
Ishindenshin Shiyou,30405,Music,1,5.23,129
Kago Shintarou Anime Sakuhin Shuu,10003,OVA,15,5.23,1551
Kakumeiteki Broadway Shugisha Doumei,22059,Music,1,5.23,283
Norakuro Nitouhei: Enshuu no Maki,4395,Movie,1,5.23,355
Shinsetsu Kachikachi Yama,31912,Movie,1,5.23,147
Columbos,28955,Movie,1,5.22,132
Dagram vs. Round-Facer,18795,Special,1,5.22,229
Heybot!,33434,TV,Unknown,5.22,691
Kaeru San Yuushi,28051,Movie,1,5.22,140
Kyutai Panic Adventure!,23933,Special,1,5.21,700
Nisou no Kuzu,23053,Movie,1,5.22,265
Owari no Chronicle,13669,Special,1,5.22,1623
Sankou to Tako: Hyakumanryou Chinsoudou,5874,Movie,1,5.22,369
Sin in the Rain,994,OVA,1,5.22,1674
The Harmonic Gleam Vibration,22175,Movie,1,5.22,150
Urmă (Zanzou),32790,Music,1,5.31,93
00:08,28761,Movie,1,5.21,2386
Agukaru,9689,ONA,5,5.21,955
Beppu x Peeping Life,29731,ONA,1,5.21,161
First Kiss Monogatari,725,OVA,1,5.21,1878
Henna Omamesan,33545,Special,1,5.21,185
Kawaii Cook-san,24807,ONA,1,5.21,115
Koro wa Yane no Ue,30077,Music,1,5.21,108
Mugen Kouro,5322,ONA,4,5.21,891
Nido to Mezamenu Komori Uta,7273,Movie,1,5.21,591
Yume no Kakera,5017,Music,1,5.21,776
Ari Ningen Monogatari,31507,Movie,1,5.20,191
Dreaming Pupa: Yumemiru Bokura,32803,Music,1,5.20,96
Tekkon Kinkreet Pilot,32247,Special,1,5.20,345
Chou Kidou Densetsu DinaGiga,2310,OVA,2,5.19,596
Kizuoibito,3064,OVA,5,5.19,524
Mononoke Dance,10584,Music,1,5.19,568
Ofuro no Kazoe Uta,28197,Music,1,5.19,130
Present Made no Michinori,32296,ONA,1,5.19,178
Sakura,15455,Movie,1,5.19,355
Spacy,31257,Movie,1,5.14,131
Tanjou: Debut,3513,OVA,2,5.19,392
Tokyo Loop,4761,Movie,1,5.19,787
Usagi to Kame,7494,Movie,1,5.19,185
Doubutsu Mura no Sports Day,5872,Movie,1,5.18,448
Hell Target,11411,OVA,1,5.18,629
Momotarou no Umiwashi,6857,Movie,1,5.18,569
Spelunker Sensei,10406,OVA,1,5.18,1976
Ashiaraiyashiki no Juunin-tachi.,8064,OVA,1,5.17,1604
Avignon no Hashi de,8778,Music,1,5.17,234
Doubutsu Mura no Daisodou,6848,Movie,1,5.17,355
Mayo Elle Otoko no Ko,9337,OVA,1,5.17,820
Nougyou Musume!,8952,Special,1,5.17,1133
PES: Peace Eco Smile - Drive your Heart,18841,ONA,1,5.16,449
Salad Land,14235,ONA,1,5.17,168
Banana Mura ni Ame ga Furu,29107,Music,1,5.16,113
Cipher,11867,OVA,1,5.15,2535
Mura Matsuri,6769,Movie,1,5.16,997
Ni-hiki no Sanma,7021,Movie,1,5.16,344
Norakuro Nitouhei: Kyouren no Maki,5871,Movie,1,5.16,359
Oshiruko,5880,ONA,1,5.16,749
Shiawase no Uta,30081,Music,1,5.16,96
12-gatsu no Uta,29411,Movie,1,5.15,193
Ahiru no Otegara,6852,Movie,1,5.15,748
Amada Anime Series: Super Mario Brothers,4389,OVA,3,5.15,1552
Gunnm 3D Special,17659,OVA,1,5.15,1014
Kanzen Shouri Daiteiou,9221,OVA,1,5.15,333
Ooatari Sora no Entaku,4392,Movie,1,5.15,461
Sorette♡Dakara ne!,10859,ONA,1,5.15,1223
Super Express Mazinger 7,3252,Movie,1,5.15,362
Taku Boda,30404,Movie,1,5.15,115
Tsuru Shitae Waka Kan,31760,Movie,1,5.15,195
Issunboushi: Chibisuke Monogatari,6836,Movie,1,5.14,445
Kuma ni Kuwarenu Otoko,6846,Movie,1,5.14,322
MD Geist II: Death Force,1286,OVA,1,5.14,4344
Ojousama Sousamou,2057,OVA,1,5.14,1427
Omoide no Album,8729,Music,1,5.14,205
Peeping Life Specials,17159,Special,2,5.14,260
Symphonic Variations,30074,Music,1,5.14,121
Armored Core: Fort Tower Song,3960,ONA,1,5.13,903
Chou Henshin Cosprayers Specials,765,Special,3,5.13,1480
Clarinet Kowashichatta,24843,Music,1,5.13,111
Computer Obaachan,22427,Music,1,5.13,161
Funny Pets,2232,TV,12,5.13,361
Ganso Banana no Tamashii,28897,Music,1,5.13,108
Kaidan,23065,Movie,1,5.13,293
Legend of Duo,600,TV,12,5.13,6991
Playground,29766,Movie,1,5.11,195
Yuuki Hitotsu wo Tomo ni Shite,8732,Music,1,5.13,202
Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,30431,Music,1,5.12,137
Anima,13513,Movie,1,5.12,952
B.B. Fish,5904,OVA,1,5.12,835
Katsugeki Shoujo Tanteidan,9491,OVA,1,5.12,557
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,13835,OVA,1,5.12,3259
Modern,28587,Movie,1,5.12,237
Natsumi Step!,21891,Music,1,5.12,136
Osakana wa Ami no Naka,752,OVA,1,5.12,5435
Robot Taekwon V,10763,Movie,1,5.11,191
Seiyuu Deka,18047,ONA,1,5.12,170
Aoki Seimei Hoken,31513,Special,1,5.11,158
Chou Henshin Cosprayers,112,TV,8,5.11,5555
Coffee Tadaiku,5299,Movie,1,5.11,413
Fantasy,31831,Movie,1,5.12,193
Hand Soap,28993,Movie,1,5.11,246
Haru no Ashioto The Movie: Ourin Dakkan,1621,Movie,1,5.11,1243
Kenju Giga,7259,Movie,1,5.11,480
3-tsu no Kumo,7809,Movie,3,5.10,918
Genma Taisen,1626,Movie,1,5.10,2055
Instant Music,30424,Music,1,5.10,164
JRA Hokan Keikaku,32739,ONA,3,5.10,924
Kore ga UFO da! Soratobu Enban,4250,Movie,1,5.10,518
Tousan no Tsukutta Uta,8733,Music,1,5.10,205
Waanabi.jk,19811,Special,2,5.10,579
Yasashii Fue  Tori  Ishi,29905,Movie,1,5.10,139
Beluga,28951,Movie,1,5.09,330
Kitte no Nai Okurimono,8645,Music,1,5.09,223
Norakuro Gochou,4394,Movie,1,5.09,444
Shoujouji no Tanuki-bayashi Ban Danemon,6832,Movie,1,5.09,628
Tengu Taiji,6837,Movie,1,5.09,501
Yoru no Hi,12919,Movie,1,5.07,357
Blue Remains,4733,Movie,1,5.08,304
Cherry Blossom (Music),32765,Music,1,5.08,113
Double Circle,21335,ONA,6,5.08,4249
Kuchao,29944,Movie,1,5.08,184
Metamorphose,31833,Movie,1,5.08,175
Peaceful Times (F02) Petit Film,23023,Music,1,5.07,1650
The Chocolate Panic Picture Show,5622,OVA,1,5.08,1024
Urashima Tarou,7485,Movie,1,5.08,409
Yomiuri Shimbun,25291,Special,1,5.08,314
Aru Zombie Shoujo no Sainan,31014,Special,1,5.07,360
Metropolitan Museum,8730,Music,1,5.07,242
Oyoge ya Oyoge,6842,Movie,1,5.07,349
PuriGorota: Uchuu no Yuujou Daibouken,5656,OVA,1,5.07,2068
Susume! Gachimuchi Sankyoudai,8957,ONA,1,5.07,132
The Humanoid: Ai no Wakusei Lezeria,2974,OVA,1,5.07,872
&quot;0&quot;,20707,Music,1,5.06,1170
3-Nen D-Gumi Glass no Kamen,33975,TV,13,5.06,836
Akuma no Kairozu,31267,Movie,1,5.06,131
Kennel Tokorozawa,13715,OVA,1,5.06,535
Kiseichuu no Ichiya,7025,Movie,1,5.06,1046
Saru to Kani no Gassen,10742,Movie,1,5.06,200
Shogi Hour,8968,ONA,1,5.06,416
The Green Wind,13795,Special,1,5.06,295
Umacha,9777,Special,2,5.06,748
Yami wo Mitsumeru Hane,7810,Movie,1,5.06,500
Arigatou Gomennasai,30399,Movie,1,5.05,115
Bishoujo Yuugi Unit Crane Game Girls Galaxy,33541,TV,Unknown,5.04,1624
Chinkoroheibei Tamatebako,12803,Movie,1,5.05,350
Maabou no Kinoshita Toukichirou,6841,Movie,1,5.05,442
Vie Durant,4266,ONA,8,5.05,794
BAR Kiraware Yasai,29865,TV,13,5.04,1785
Furudera no Obake-soudou,5838,Movie,1,5.04,531
Hakubutsushi,31759,Movie,1,5.04,191
Ishida to Asakura Special,18149,Special,1,5.04,2334
Many Mary,25533,Music,1,5.04,153
Noisy Birth,5158,Music,1,5.04,3279
Otogi no Kuni no Birthday,14125,Music,1,5.04,144
Yakusoku,30400,Movie,1,5.04,107
Ainone,32804,Music,1,5.03,136
Arigatou Thank You,8716,Music,1,5.03,291
Chirico,22165,Movie,1,5.03,164
Dambo,7512,Music,1,5.03,316
Ski Jumping Pairs: Road to Torino 2006,10627,Movie,1,5.03,187
A Play,29902,Music,1,5.02,185
Kerorinpasu,32293,ONA,1,5.02,98
MTV Japan Station ID,29933,Special,2,5.02,147
Quantum Leap,22417,Music,1,5.02,184
Rule,30401,Movie,1,5.02,106
Cherry no Manma,6346,OVA,1,5.01,1061
Comics,30332,Movie,1,5.02,160
De:vadasy,1529,OVA,3,5.01,1269
Dracula no Uta,21831,Music,1,5.01,246
Mr. Empty,30427,Music,1,5.01,92
Ai Sky Tree 21,32295,ONA,1,5.00,137
Hana,29597,Movie,1,5.00,207
Ichigeki Sacchuu!! Hoihoi-san: Legacy,24847,ONA,1,5.00,475
Kitte no Gensou,7032,Movie,1,5.00,428
Papillon Rose,3112,TV,6,5.00,1817
Beautiful Name,30078,Movie,1,4.99,116
Chagama Ondo,17076,Movie,1,4.99,322
Fantastic Cell,29768,Movie,1,4.99,220
Animal Dance,10436,Movie,1,4.98,412
Hibari no Yadogae,5870,Movie,1,4.98,519
Issho ni Training Ofuro: Bathtime with Hinako &amp; Hiyoko,9744,OVA,1,4.98,5779
Portrait,30335,Movie,1,4.98,112
Jigazou,4966,Movie,1,4.97,1152
Lingerie Senshi Papillon Rose,1995,OVA,1,4.97,4017
Raja Maharaja,8671,Music,1,4.97,183
Arcade Gamer Fubuki Extra,5715,Special,1,4.96,1039
Kokka Kimigayo,4393,Movie,1,4.96,755
Navia Dratp,5602,ONA,5,4.96,281
Nouryou Anime: Denkyuu Ika Matsuri,30659,Movie,1,4.96,234
Tokyogurashi!,33119,ONA,1,4.97,1331
Hanabeam,15527,Music,1,4.95,290
Million Doll,29941,TV,11,4.95,8389
Rayca,3490,OVA,1,4.95,841
Shuranosuke Zanmaken: Shikamamon no Otoko,1451,Movie,1,4.95,2229
Hana no Hi,20153,Movie,1,4.94,217
KochinPa!,32400,TV,12,4.94,529
Norakuro Shoui: Nichiyoubi no Kaijiken,6850,Movie,1,4.94,443
Odoroki Ban,29681,Movie,1,4.94,148
Zonmi-chan: Halloween☆Special Movie!,33042,ONA,1,4.94,276
Anygedybudybombom,32779,Music,1,4.93,92
Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,19297,Special,1,4.93,1783
Makura no Danshi,30705,TV,12,4.93,19386
Oshiri Kajiri Mushi,8604,Music,1,4.93,495
Sayokyoku,31761,Movie,1,4.93,210
Ame-iro Cocoa: Rainy Color e Youkoso!,31139,TV,12,4.92,5888
Issho ni Training: Training with Hinako,6392,OVA,1,4.92,11989
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,29989,Movie,1,4.92,132
PiKA PiKA,28655,Movie,1,4.92,289
Seichou Rap,30104,Music,1,4.93,105
Wakaranai Buta,9976,Movie,1,4.92,333
Anomalies,28831,Special,1,4.91,238
a_caFe,22385,Music,1,4.91,343
Chameko no Ichinichi,6431,Movie,1,4.91,488
Jam,19231,Music,1,4.91,343
Memories: Younenki no Joukei,30666,Movie,1,4.91,133
Sign,18463,Music,1,4.91,192
Aruite Mikka!,29105,Music,1,4.90,101
Choujikuu Romanesque Samy: Missing 99,7192,OVA,1,4.90,508
Lost Utopia,19213,Movie,1,4.90,486
Natsu no Shisen 1942,22163,Movie,1,4.90,167
Battle Spirits: Ryuuko no Ken,1009,OVA,1,4.89,1708
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,6831,Movie,1,4.89,593
Kaijuu no Ballad,8751,Music,1,4.89,281
Kakari,29906,Movie,1,4.89,122
Rui no Masaiban,13541,ONA,1,4.89,251
Ao Oni The Animation,33814,TV,Unknown,4.88,7413
Canary,2146,OVA,1,4.88,1212
Chou Henshin Cosprayers vs. Ankoku Uchuu Shougun the Movie,705,Movie,1,4.88,1650
Great Rabbit,28641,Movie,1,4.84,387
Kintarou Taiiku Nikki,7501,Movie,1,4.88,174
Peeping Life: YouTuber-kun,20955,ONA,4,4.87,245
Urda,1102,ONA,5,4.87,2248
Ushi Atama,30326,Movie,1,4.87,120
Chimuchimucheri ChimChimCheree,8661,Music,1,4.86,331
Nazotokine,33690,TV,12,4.86,7284
Satsujinkyou Jidai,7031,Movie,1,4.86,670
Self-Portrait,8647,Special,1,4.86,435
Tanaami Keiichi no Shouzou,22171,Movie,1,4.86,170
Nakanaori,32298,ONA,1,4.85,192
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,6823,Movie,1,4.85,411
Shinsei Kamattechan,29871,Music,1,4.85,143
Usagi ga Kowai,23063,Movie,1,4.85,610
Utsukushii,30429,Music,1,4.85,109
Shousei Shikisai Gensou,29311,Movie,1,4.84,232
Fashion,7020,Movie,1,4.83,251
Fue,29907,Movie,1,4.83,141
Henkei Sakuhin Dai 1-ban,31584,Movie,1,4.83,117
Zettai Shougeki: Platonic Heart,5020,OVA,5,4.83,10887
Ramen Tenshi Pretty Menma,7882,Special,1,4.82,2889
Bara Bara Film,30480,Movie,1,4.81,110
Iron Virgin Jun,1641,OVA,1,4.81,890
44-hiki no Neko,8646,Music,1,4.80,855
Ame-iro Cocoa,28981,TV,12,4.80,14295
Hinomaru Tarou: Musha Shugyou no Maki,6839,Movie,1,4.80,410
Jingle,32288,ONA,1,4.80,214
Petit Manga,30418,Movie,1,4.80,103
Sushi Police,31633,TV,13,4.80,9096
Tairiki Tarou no Mucha Shuugyou,4462,Movie,1,4.80,852
Yokoo&#039;s 3 Animation Films,8663,OVA,3,4.80,440
Zawazawa,31832,Movie,1,4.80,216
Isu,29293,Movie,1,4.79,259
Mogu Mogu,17151,Music,1,4.79,217
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,6830,Movie,1,4.78,432
Pinky Street,3113,OVA,2,4.78,619
Aoi Heya,22415,Music,1,4.77,253
Konnichiwa Onara Gorou,33276,ONA,1,4.76,483
Namakura Gatana,6654,Movie,1,4.76,848
Vampire Sensou,1765,OVA,1,4.76,2002
Wheels,13421,OVA,1,4.76,314
2005-nen Uchuu no Tabi,28339,Special,1,4.75,657
Kindan no Mokushiroku: Crystal Triangle,2972,OVA,1,4.75,878
PistStar,13359,ONA,1,4.74,266
Shoujouji no Tanuki-bayashi,7071,Movie,1,4.74,475
Jigoku Youchien,16692,ONA,12,4.73,1062
Mado,7026,Movie,1,4.73,454
Samero,9318,Movie,1,4.73,403
Haru no Uta,5868,Movie,1,4.72,641
Haruwo,6000,OVA,1,4.72,493
Kairaku no Sono,29952,Movie,1,4.72,188
Umi no Momotarou,5661,Movie,1,4.72,525
Jinkou no Rakuen,30664,Movie,1,4.71,133
JK Meshi!,31578,TV,26,4.71,7131
Kappo,28647,Movie,1,4.71,335
Master Blaster,31501,Music,1,4.71,165
Motion Lumine,30331,Movie,1,4.71,124
A.F,4934,Special,1,4.70,646
Fashion no Hajimari,13793,ONA,1,4.70,352
Generation of Chaos III: Toki no Fuuin,2778,OVA,2,4.70,573
Kihei Senki Legacies,8486,ONA,1,4.70,676
Mac the Movie,30337,Movie,1,4.70,127
Mou Hitotsu no Nijiiro Toshi,30667,Movie,1,4.70,128
Issunboushi no Shusse,3930,Movie,1,4.69,685
Kodomo no Kaitei no Koto,29908,Movie,1,4.69,152
Play Jazz,30339,Movie,1,4.69,119
Twinkle Nora Rock Me!,9342,OVA,1,4.69,338
Chuunen Punk,10585,Music,1,4.68,308
Ga no Iru Tokoro,23051,Movie,1,4.68,343
Bloody Date,11691,ONA,1,4.66,1891
Doubutsu Sumo Taikai,5812,Movie,1,4.67,585
Eiken: Eikenbu yori Ai wo Komete,788,OVA,2,4.65,15764
Lemon Home Animation Gekijou,30367,Special,2,4.65,254
Tonari no Yarou,7029,Movie,1,4.65,482
Nezumi no Rusuban,5811,Movie,1,4.64,532
Commercial War,29988,Movie,1,4.63,145
Haru no Shikumi,28645,Movie,1,4.63,363
Head Spoon,30328,Movie,1,4.62,129
Kobe to Watashi,8925,ONA,1,4.62,869
MILPOM★,31471,ONA,Unknown,4.62,434
Osaru no Sankichi: Totsugeki-tai,4397,Movie,1,4.62,489
Under the Dog: Anthea-chan,32467,ONA,1,4.62,2390
Wakie Wakie,30092,Music,1,4.62,192
Bouken Dankichi: Hyouryuu no Maki,6849,Movie,1,4.60,438
6 Angels,2475,ONA,6,4.59,1890
Maabou no Daikyousou,6840,Movie,1,4.59,483
Baka Baka Baka na Sekai,29777,Movie,1,4.58,451
Landscape,30814,Movie,1,4.58,120
Urashima Tarou (1931),5813,Movie,1,4.58,841
Calligraffiti,23517,Movie,1,4.57,200
Direct Animation,30340,Movie,1,4.56,132
Hustle!! Tokitama-kun,9801,Special,1,4.56,369
Landmark,29971,ONA,1,4.56,109
Arakure Junichi no Namida,33282,ONA,1,4.55,169
Nantokashite Alguard,13543,ONA,1,4.55,211
Ai,6535,Movie,1,4.54,2009
Bishoujo Yuugi Unit Crane Game Girls,32906,TV,13,4.54,4673
Issho ni Sleeping: Sleeping with Hinako,7897,OVA,1,4.54,10703
Shinsatsushitsu,23059,Movie,1,4.54,527
Yami no Kioku  Yume no Inei,22159,Movie,1,4.53,181
Akai Kutsu! Onnanoko!,30396,Movie,1,4.52,138
Manga,7027,Movie,1,4.52,492
Golden Batman,16802,Movie,1,4.49,347
Pussycat,11687,ONA,1,4.49,2043
Rebirth Moon Divergence,3832,OVA,1,4.50,350
Kakugo no Susume,1647,OVA,2,4.49,4269
Idol Fight Suchie-Pai 2,3816,OVA,1,4.48,573
Kemeko no Love,7030,Movie,1,4.48,737
Goldfish Fetish,22167,Movie,1,4.46,200
Kangaeru Renshuu,23055,Movie,1,4.46,213
Why Re-Mix 2002,30669,Movie,1,4.46,124
Yoru no Okite,7811,Movie,1,4.46,711
Agitated Screams of Maggots,9056,Music,1,4.45,2921
Kaitei no Boukun,6851,Movie,1,4.45,474
Natsu no Gero wa Fuyu no Sakana,33220,Music,1,4.45,147
Oh Yoko!,29615,Music,1,4.44,337
Hanoka Recap,1993,Special,1,4.43,471
Mahou no Hiroba,18561,Music,1,4.43,182
Osaru no Kantai,4396,Movie,1,4.42,530
Ragnastrike Angels,33021,TV,12,4.42,7365
Cafe de Oni,10586,Music,1,4.40,381
Dankichi-jima no Olympic Taikai,5814,Movie,1,4.40,634
The Bathroom,9895,Movie,1,4.40,671
Why,30559,Movie,1,4.40,139
3D Onara Gorou ga Dance Dance Dance!!,33696,Music,1,4.39,624
Osaru no Sankichi: Boukuusen,6844,Movie,1,4.39,525
Aya Hito Shiki to Iu na no Ishi Hata,29973,ONA,1,4.38,177
Nice to See You,30329,Movie,1,4.38,122
